0,1,哈尔滨,04,9877元/㎡,黑龙江,0.05%↑,2019
0,1,哈尔滨,03,9872元/㎡,黑龙江,0.24%↑,2019
0,1,哈尔滨,02,9849元/㎡,黑龙江,1.66%↑,2019
0,1,哈尔滨,01,9689元/㎡,黑龙江,0.71%↑,2019
0,1,哈尔滨,12,9622元/㎡,黑龙江,0.22%↑,2018
0,1,哈尔滨,11,9602元/㎡,黑龙江,0.83%↑,2018
0,1,哈尔滨,10,9523元/㎡,黑龙江,0.32%↑,2018
0,1,哈尔滨,09,9493元/㎡,黑龙江,1.22%↑,2018
0,1,哈尔滨,08,9379元/㎡,黑龙江,1.7%↑,2018
0,1,哈尔滨,07,9222元/㎡,黑龙江,2.46%↑,2018
0,1,哈尔滨,06,9001元/㎡,黑龙江,1.94%↑,2018
0,1,哈尔滨,05,8830元/㎡,黑龙江,--,2018
0,1,哈尔滨,04,8679元/㎡,黑龙江,1.03%↑,2018
0,1,哈尔滨,03,8591元/㎡,黑龙江,0.01%↑,2018
0,1,哈尔滨,02,8497元/㎡,黑龙江,0.97%↑,2018
0,1,哈尔滨,01,8416元/㎡,黑龙江,0.82%↑,2018
0,1,哈尔滨,12,8348元/㎡,黑龙江,0.03%↑,2017
0,1,哈尔滨,11,8177元/㎡,黑龙江,3.26%↑,2017
0,1,哈尔滨,10,7919元/㎡,黑龙江,0.07%↑,2017
0,1,哈尔滨,09,7853元/㎡,黑龙江,0.72%↑,2017
0,1,哈尔滨,08,7798元/㎡,黑龙江,0.04%↑,2017
0,1,哈尔滨,07,7795元/㎡,黑龙江,--,2017
0,1,哈尔滨,06,7862元/㎡,黑龙江,0.72%↑,2017
0,1,哈尔滨,05,7806元/㎡,黑龙江,--,2017
0,1,哈尔滨,04,7739元/㎡,黑龙江,0.89%↑,2017
0,1,哈尔滨,03,7671元/㎡,黑龙江,0.08%↑,2017
0,1,哈尔滨,02,7608元/㎡,黑龙江,0.39%↓,2017
0,1,哈尔滨,01,7638元/㎡,黑龙江,0.19%↑,2017
0,1,哈尔滨,12,7624元/㎡,黑龙江,0.43%↓,2016
0,1,哈尔滨,11,7657元/㎡,黑龙江,0.99%↓,2016
0,1,哈尔滨,10,7734元/㎡,黑龙江,1.3%↓,2016
0,1,哈尔滨,09,7837元/㎡,黑龙江,3.9%↓,2016
0,1,哈尔滨,08,8155元/㎡,黑龙江,12.23%↓,2016
0,1,哈尔滨,07,9291元/㎡,黑龙江,1.09%↓,2016
0,1,哈尔滨,06,9394元/㎡,黑龙江,7.88%↓,2016
0,1,哈尔滨,05,10199元/㎡,黑龙江,0.76%↓,2016
0,1,哈尔滨,04,10278元/㎡,黑龙江,2.5%↑,2016
0,1,哈尔滨,03,10027元/㎡,黑龙江,13.98%↑,2016
0,1,哈尔滨,02,8797元/㎡,黑龙江,3.65%↓,2016
0,1,哈尔滨,01,9131元/㎡,黑龙江,9.27%↓,2016
0,1,哈尔滨,12,9131元/㎡,黑龙江,1%↑,2015
0,1,哈尔滨,11,9044元/㎡,黑龙江,--,2015
0,1,哈尔滨,10,9052元/㎡,黑龙江,--,2015
0,1,哈尔滨,09,9060元/㎡,黑龙江,1%↓,2015
0,1,哈尔滨,08,9107元/㎡,黑龙江,--,2015
0,1,哈尔滨,07,9064元/㎡,黑龙江,8%↑,2015
0,1,哈尔滨,06,8377元/㎡,黑龙江,13%↑,2015
0,1,哈尔滨,05,7388元/㎡,黑龙江,3%↑,2015
0,1,哈尔滨,04,7141元/㎡,黑龙江,5%↓,2015
0,1,哈尔滨,03,7504元/㎡,黑龙江,4%↑,2015
0,1,哈尔滨,02,7249元/㎡,黑龙江,5%↓,2015
0,1,哈尔滨,01,7620元/㎡,黑龙江,1%↑,2015
0,1,哈尔滨,12,8289元/㎡,黑龙江,9.13%↓,2014
0,1,哈尔滨,11,9122元/㎡,黑龙江,11.86%↑,2014
0,1,哈尔滨,10,8155元/㎡,黑龙江,--,2014
0,1,哈尔滨,09,8155元/㎡,黑龙江,2.18%↑,2014
0,1,哈尔滨,08,7981元/㎡,黑龙江,8.6%↑,2014
0,1,哈尔滨,07,7349元/㎡,黑龙江,0.73%↑,2014
0,1,哈尔滨,06,7296元/㎡,黑龙江,0.84%↓,2014
0,1,哈尔滨,05,7358元/㎡,黑龙江,0.15%↑,2014
0,1,哈尔滨,04,7347元/㎡,黑龙江,0.14%↓,2014
0,1,哈尔滨,03,7357元/㎡,黑龙江,0.81%↓,2014
0,1,哈尔滨,02,7417元/㎡,黑龙江,1.36%↓,2014
0,1,哈尔滨,01,7519元/㎡,黑龙江,0.21%↑,2014
0,1,哈尔滨,12,7503元/㎡,黑龙江,0.23%↓,2013
0,1,哈尔滨,11,7520元/㎡,黑龙江,0.16%↓,2013
0,1,哈尔滨,10,7532元/㎡,黑龙江,0.59%↑,2013
0,1,哈尔滨,09,7488元/㎡,黑龙江,1.05%↑,2013
0,1,哈尔滨,08,7410元/㎡,黑龙江,1.17%↑,2013
0,1,哈尔滨,07,7324元/㎡,黑龙江,0.8%↑,2013
0,1,哈尔滨,06,7266元/㎡,黑龙江,0.41%↑,2013
